model,checkpoint,eval_set,n,parse_rate,function_accuracy,argument_exact_match,tool_call_exact_match,timestamp,config_path
babyA-v15-dsl-3,outputs/models/v15/babyA-dsl-3,eval,961,0.3631633714880333,0.0,0.09365244536940687,0.0,2026-04-29T09:49:11,experiments\configs\evaluate_v15_babyA_dsl_3.yaml
