model,checkpoint,eval_set,n,parse_rate,function_accuracy,argument_exact_match,tool_call_exact_match,timestamp,config_path
babyB-v15-dsl-3,outputs/models/v15/babyB-dsl-3,eval,961,0.11446409989594172,0.008324661810613945,0.02497398543184183,0.007284079084287201,2026-04-29T09:52:50,experiments\configs\evaluate_v15_babyB_dsl_3.yaml
