model,checkpoint,eval_set,n,parse_rate,function_accuracy,argument_exact_match,tool_call_exact_match,timestamp,config_path
babyB,outputs/models/babyB,eval,961,0.3558792924037461,0.053069719042663895,0.0,0.0,2026-04-28T18:41:07,experiments\configs\evaluate_babyB.yaml
